Lateness,Assembly,Material,OpenOrders,NewOrders,TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
-1649.1882,245.82715,2.0061126E+09,11,1,6.08,13.26,302,30,6,3807
-1660.3334,248.66649,2.0354053E+09,12,2,5.43,11.73,150,15,3,1900
-1660.3334,251.03122,2.0569988E+09,15,3,4.67,12.05,190,20,4,1976
-1669.6879,252.30875,2.0790148E+09,14,1,4.58,9.45,260,25,5,3732
-1669.3257,255.85426,2.0734015E+09,13,1,4.67,9.99,313,30,6,4450
-1672.7386,254.79279,2.0980142E+09,13,1,3.54,7.35,456,45,9,6595
-1670.9445,258.2316,2.1015487E+09,13,4,4.45,11.51,187,20,4,2277
-1673.7748,260.3207,2.1256856E+09,13,2,5.53,11.36,201,20,4,2940
-1687.2935,262.2706,2.1152751E+09,13,2,5.38,11.99,149,15,3,1934
-1686.129,262.94415,2.1023461E+09,12,1,4.62,10.85,143,15,3,1518
-1686.4415,262.4584,2.0982458E+09,13,0,4.6,9.59,149,15,3,1983
-1693.3665,261.3915,2.105377E+09,12,2,3.17,8.98,210,20,4,3066
-1688.5078,262.43555,2.1122807E+09,12,2,3.64,9.7,200,20,4,2594
-1689.5103,262.93335,2.163904E+09,12,3,5.43,12.05,247,25,5,3613
-1702.3535,264.9393,2.1574922E+09,13,3,6.31,11.55,294,30,6,3773
-1703.0804,266.36926,2.160625E+09,14,2,5.99,11.68,245,25,5,3385
-1707.06,266.8613,2.1798164E+09,16,3,6.03,12.43,150,15,3,1879
-1707.06,268.00507,2.2274432E+09,18,2,7.35,11.97,364,35,7,5355
-1711.4554,269.84125,2.2124739E+09,19,3,6.26,12.82,364,35,7,5413
-1731.7185,272.72192,2.202444E+09,17,2,6.6,12.15,147,15,3,1770
-1733.3933,273.85892,2.202171E+09,13,1,5.48,12.54,259,25,5,2928
-1738.0048,276.12686,2.2000837E+09,13,1,5.23,10.44,186,20,4,2063
-1734.7953,275.22263,2.213092E+09,13,3,4.99,11.36,305,30,6,3707
-1733.6221,275.78452,2.2042112E+09,12,1,5.62,12.01,144,15,3,1520
-1728.0685,276.47427,2.2471288E+09,13,3,5.99,11.73,362,35,7,5407
-1728.0685,279.93558,2.2307832E+09,14,1,4.88,12.65,151,15,3,1534
-1725.5292,281.08667,2.2382172E+09,13,1,3.27,8.53,148,15,3,2105
-1722.7053,282.66437,2.2587973E+09,14,2,3.58,8.38,210,20,4,2855
-1731.9248,283.54596,2.2633713E+09,14,2,3.92,8.72,138,15,3,1967
-1745.5327,283.27994,2.3235907E+09,15,4,4.66,11.57,315,30,6,3606
-1762.7186,287.99866,2.3436431E+09,14,1,6.53,12.74,141,15,3,1695
-1764.3633,290.0022,2.3641498E+09,15,4,5.92,12.57,229,25,5,3019
-1767.2936,292.63425,2.4380114E+09,17,3,7.2,12,247,25,5,3521
-1764.5677,299.74158,2.4510513E+09,19,3,6.97,11.95,295,30,6,3489
-1765.4938,303.72406,2.4676588E+09,18,2,7.18,12.05,362,35,7,4684
-1772.9835,306.8348,2.4843638E+09,17,2,7.1,11.13,203,20,4,2782
-1760.5021,307.50125,2.4869128E+09,15,3,6.32,11.44,150,15,3,1542
-1760.5021,306.77017,2.4727368E+09,16,1,5.5,9.8,143,15,3,1937
-1757.636,305.2643,2.4573353E+09,15,2,4.44,10.69,354,35,7,3991
-1755.0956,304.64743,2.4875274E+09,16,2,5.88,11.53,248,25,5,3203
-1750.5405,305.1931,2.4621292E+09,10,0,3.85,9.84,147,15,3,1875
-1750.2261,303.9625,2.4633695E+09,10,2,3.08,7.47,149,15,3,2114
-1747.1102,305.08972,2.461798E+09,11,3,2.62,6.72,163,15,3,2356
-1750.966,303.79642,2.4599263E+09,12,2,4.98,11.3,255,25,5,2682
-1752.0112,303.72418,2.5074322E+09,13,3,6.05,12.26,149,15,3,2191
-1749.9926,307.1246,2.505332E+09,12,2,4.56,9.05,155,15,3,1973
-1753.2694,310.4995,2.5268644E+09,12,2,4.45,10.32,138,15,3,1791
-1757.4229,310.2411,2.527232E+09,12,1,4.49,8.62,203,20,4,2734
-1754.6642,310.0842,2.5341916E+09,13,3,3.76,7.2,152,15,3,2081
-1749.0502,311.41895,2.5423247E+09,11,0,5.62,11.06,156,15,3,2324
-1749.3239,311.9255,2.530486E+09,10,1,5.02,10.36,294,30,6,4289
-1760.152,311.39142,2.5500283E+09,10,2,3.72,8.58,197,20,4,2283
-1756.7263,311.9232,2.6164536E+09,11,3,4.95,11.11,141,15,3,1739
-1758.7386,322.10568,2.6866962E+09,11,0,5.2,12.03,301,30,6,3609
-1761.0764,324.7421,2.6909376E+09,13,3,4,9.16,145,15,3,1535
-1762.9758,326.11487,2.7506322E+09,14,3,4.81,11.18,205,20,4,2054
-1761.1306,329.20056,2.7941427E+09,16,3,5.18,12.28,307,30,6,4573
-1760.9932,333.07187,2.8008806E+09,17,2,5.81,10.51,151,15,3,1948
-1756.4441,336.59778,2.794146E+09,16,2,5.32,11.68,151,15,3,2053
-1764.9194,338.0821,2.8169262E+09,16,3,6.03,11.71,157,15,3,2174
-1774.9669,340.52194,2.8205816E+09,14,2,5.81,12.12,155,15,3,1834
-1778.5757,339.8217,2.8420068E+09,16,4,6.17,12.23,157,15,3,1576
-1781.435,343.3378,2.838748E+09,13,0,4.83,10.76,143,15,3,1543
-1776.4774,341.4724,2.8253207E+09,13,2,3.77,7.03,249,25,5,3608
-1775.0193,341.11337,2.9009715E+09,14,3,5.02,10.23,250,25,5,3389
-1780.3956,346.02722,2.933191E+09,12,2,5.42,11.18,241,25,5,3511
-1780.558,348.3556,2.9322194E+09,11,2,6.18,12.75,204,20,4,2887
-1783.3364,349.3603,2.9669315E+09,12,3,6.29,12.09,146,15,3,1997
-1783.3364,349.2065,2.9822098E+09,15,3,6.98,12.24,157,15,3,2169
-1227.6666,26.922916,186071410,8,1,3.8,9.97,162,15,3,2056
-1239.375,29.200926,211523120,8,0,2.9,7.38,139,15,3,2009
-1304.7778,28.241041,209116640,8,1,1.94,5.09,251,25,5,2659
-1720.1428,28.129911,188601170,5,0,0,0,229,25,5,2344
-1774.1333,34.209373,247699200,7,0,4.12,9.65,307,30,6,4264
-1774.1333,35.110172,281566140,10,3,3.56,9.07,195,20,4,2360
-1762.3529,40.903923,324397470,9,1,4.67,8.59,300,30,6,4073
-2073.6843,43.60296,374618370,9,2,3.7,10.52,148,15,3,2174
-2132.65,49.003647,384938000,10,2,4.39,10.21,142,15,3,1652
-2135,49.46379,414549570,10,1,2.99,6.63,248,25,5,2487
-2085.087,50.855705,406454660,9,0,1.69,4.12,153,15,3,1683
-2102.6155,51.68099,447714370,8,2,2.33,5.73,143,15,3,1472
-2074.5925,53.446167,449325800,8,1,2.65,7.1,247,25,5,3399
-2142.724,55.234135,470759550,7,1,2.46,6.14,188,20,4,2691
-2162.1614,57.128162,501951330,7,2,2.92,7.48,156,15,3,2115
-2120.5293,59.01131,513447870,5,1,3.15,6.7,202,20,4,2280
-2120.5293,59.913292,525425950,6,1,2.8,6.8,313,30,6,4020
-2120.5293,62.800972,527616600,7,1,2.51,4.58,209,20,4,2562
-2120.5293,63.732124,589532200,10,3,3.06,7.84,309,30,6,3879
-2151.2974,72.990974,593855360,9,0,4.71,12.33,247,25,5,2929
-2148.6843,75.77341,615719300,9,1,3.67,9.1,307,30,6,3770
-2148.6843,79.512085,647377900,12,3,3.48,6.33,153,15,3,1772
-2154.2927,81.25509,658933400,12,3,3.25,8.14,148,15,3,1932
-2148.0715,84.00456,714381100,13,2,4.82,11.41,204,20,4,2391
-2148.0715,87.70987,699604600,14,1,4.99,10.95,149,15,3,1776
-2192.0466,87.3437,731433150,16,3,3.59,8.16,299,30,6,3366
-2135.58,92.07828,753288450,10,1,4.96,10.79,313,30,6,4544
-2159.9434,96.885216,780962240,8,0,3.91,9.94,295,30,6,3003
-2149.4727,95.62678,842282500,9,3,2.28,5.67,197,20,4,2373
-2141.8928,106.992874,862617000,10,0,4.28,10.03,304,30,6,3103
-2156.3447,106.31413,881703700,12,4,3.51,7.97,148,15,3,1574
-2153.85,109.50997,900139500,11,1,4.96,11.12,188,20,4,2700
-2153.85,110.645355,931024200,13,2,3.77,8.68,315,30,6,4241
-2160.8386,113.3398,983554750,14,3,4.74,11.24,252,25,5,3257
-2126.8154,119.21179,1.0046903E+09,13,2,5.45,11.88,210,20,4,2455
-2151.397,122.06042,1.0444114E+09,12,2,5.49,11.38,148,15,3,1642
-2142.3943,129.20374,1.0829853E+09,10,0,3.35,7.05,296,30,6,4043
-2145.8904,130.05232,1.1179227E+09,11,3,2.89,7.95,195,20,4,2571
-2136.3784,131.8328,1.1963346E+09,13,3,4.05,9.98,245,25,5,3591
-2112.1558,137.40112,1.2316937E+09,14,4,6.68,12.06,251,25,5,3374
-2116.7285,150.1159,1.298122E+09,14,0,7.3,12.29,250,25,5,3058
-2104.8416,157.92563,1.2958491E+09,15,2,6.6,12.67,149,15,3,1980
-2074.4524,162.31795,1.2911332E+09,15,2,5.51,11.81,144,15,3,1453
-2055.953,162.33443,1.3266157E+09,15,1,5.22,10.25,294,30,6,3661
-2060.7815,167.06404,1.3843983E+09,17,4,5.62,13.15,214,20,4,2521
-2035.8334,172.35303,1.4320591E+09,17,3,5.63,12.37,194,20,4,2907
-1990.9574,180.57503,1.5187124E+09,15,2,6.64,12.37,157,15,3,1953
-1972.3163,184.7364,1.5790629E+09,12,1,5.88,12.46,342,35,7,4370
-1963.5253,193.70859,1.638504E+09,15,4,6.1,12.38,251,25,5,3746
-1956.25,196.9772,1.6436755E+09,15,1,5.81,11.03,149,15,3,1922
-1947.0577,203.80238,1.6338308E+09,13,0,4.48,11.05,152,15,3,1692
-1934.434,201.87854,1.6404635E+09,13,2,1.28,3.01,305,30,6,3943
-1971.2,207.12863,1.6681704E+09,7,0,0,0,150,15,3,1712
-1983.9491,204.36691,1.6659095E+09,5,1,0.25,0.31,241,25,5,2463
-1987.85,203.86845,1.6345478E+09,6,0,1.09,2.62,149,15,3,1873
-1994.2927,203.27579,1.623743E+09,4,1,1.4,3.44,143,15,3,1836
-1994.2927,200.73485,1.623379E+09,5,1,0.66,1.44,134,15,3,1847
-1993.008,201.23354,1.6231402E+09,6,2,2.1,5.9,144,15,3,1482
-1994.576,202.7106,1.6331231E+09,6,1,3.02,7.71,305,30,6,4562
-1994.576,206.6174,1.6673375E+09,8,2,4.67,11.24,203,20,4,2718
-1991.7953,208.04504,1.6754145E+09,9,3,3.88,7.83,148,15,3,2052
-1992.1384,209.87929,1.6684128E+09,8,0,3.78,9.51,155,15,3,1995
-1992.1384,208.72789,1.7317088E+09,11,3,2.82,6.4,307,30,6,3983
-1985.8702,214.63986,1.7648124E+09,12,2,5,10.9,157,15,3,2018
-1981.5149,219.05371,1.7650725E+09,10,0,2.46,6.04,152,15,3,1688
-1978.0146,220.633,1.806848E+09,10,3,3.62,9.91,342,35,7,4291
-1996.3572,223.58842,1.8269371E+09,8,1,4.97,11.72,348,35,7,4777
-1993.4468,225.43109,1.8172381E+09,8,1,2.94,7.88,143,15,3,2074
-1984.8881,225.01308,1.8078821E+09,7,1,1.68,3.64,143,15,3,2008
-1997.9656,227.2422,1.8095053E+09,6,0,1.48,4.25,296,30,6,4144
-1997.9656,226.88097,1.8358849E+09,10,4,3.4,8.56,251,25,5,3470
-2002.3582,230.8538,1.8259209E+09,9,0,5.72,10.9,249,25,5,3608
-2002.3582,231.83319,1.8627628E+09,15,6,5.07,10.26,149,15,3,1752
-2013.0201,234.65324,1.883006E+09,15,1,5.4,11.78,190,20,4,2391
-2008.1333,237.17116,1.8747273E+09,15,1,4.53,9.9,149,15,3,1597
-2023.053,236.90948,1.9199124E+09,17,3,4.12,9.6,150,15,3,1654
-2011.0319,239.96861,1.9406383E+09,13,2,4.17,10.31,247,25,5,3126
-2029.3082,244.52861,1.9771735E+09,13,2,4.38,10.81,247,25,5,2922
-2012.5309,247.456,1.9684732E+09,11,1,3.48,9.52,138,15,3,1770
-2019.5903,246.92903,1.9591124E+09,8,1,3.15,7.23,250,25,5,3621
-2010.781,247.68005,2.053609E+09,8,3,4.93,12.23,456,45,9,5604
-2010.781,253.98466,2.1026738E+09,11,3,6.7,12.02,354,35,7,5085
-2013.7177,257.54828,2.1357221E+09,13,3,6.35,12.22,237,25,5,2389
-2012.8663,264.41147,2.173088E+09,15,4,6.09,11.98,158,15,3,1986
-2011.7299,270.97797,2.2472443E+09,15,0,5.35,11.88,263,25,5,3603
-1995.6815,275.93848,2.2705242E+09,12,0,3.38,7.42,214,20,4,2769
-1977.1311,275.00037,2.2882253E+09,10,2,2.27,6.2,350,35,7,4583
-1977.951,278.66107,2.3268838E+09,11,2,4.48,11.19,205,20,4,2322
-1976.573,282.61615,2.3173307E+09,11,0,2.09,5.05,153,15,3,1761
-1994.3069,280.41516,2.32768E+09,10,3,1.92,5.33,190,20,4,2017
-2000.0947,283.71347,2.3554573E+09,12,3,4,11.04,198,20,4,2915
-1988.4518,292.10898,2.3845757E+09,9,0,3.77,7.98,196,20,4,2370
-1982.2626,291.22952,2.3922755E+09,11,3,3.23,8.31,142,15,3,1834
-1990.7772,291.2298,2.3937065E+09,9,2,4.17,9.06,157,15,3,1781
-1990.7772,291.02573,2.3848548E+09,10,1,3.2,7.81,157,15,3,1595
-1991,290.74393,2.4145155E+09,11,2,3.91,8.54,197,20,4,2236
-1986.9271,294.78806,2.4387302E+09,12,4,4.8,11.32,354,35,7,3910
-1988.9517,295.511,2.4246436E+09,12,1,5.44,11.68,141,15,3,2089
-1983.1914,294.7121,2.408193E+09,11,1,4.05,8.48,134,15,3,1755
-1989.6476,294.63498,2.4274883E+09,12,2,4.05,8.2,389,40,8,5441
-1982.0977,294.89526,2.463357E+09,10,3,5.33,11.32,454,45,9,6567
-1978.2454,298.20898,2.4813814E+09,13,4,5.52,11.18,148,15,3,2102
-1974.5591,303.94107,2.5036887E+09,10,0,4.9,10.97,157,15,3,1950
-1974.5591,303.1822,2.4961564E+09,11,1,4.34,9.73,260,25,5,3282
-1972.713,301.6143,2.478445E+09,9,1,2.21,4.67,260,25,5,3347
-1972.713,299.47205,2.4830804E+09,11,2,3.43,7.64,200,20,4,2843
-1971.2366,299.6357,2.47312E+09,11,1,3.8,10.08,263,25,5,2868
-1967.9515,299.4053,2.468937E+09,10,2,3.22,7.12,144,15,3,1670
-1968.7544,299.4389,2.4735585E+09,12,3,3.59,9.13,143,15,3,1625
-1968.7544,300.72415,2.5286953E+09,16,4,5.28,12.24,141,15,3,1985
-1970.8633,306.6401,2.5259628E+09,11,0,4.6,11.42,147,15,3,1573
-1972.4937,305.17145,2.5150474E+09,9,1,2.7,7.47,197,20,4,2292
-1983.5,306.20963,2.5714596E+09,8,2,3.82,8.17,142,15,3,1606
-1980.137,310.00534,2.5728701E+09,8,1,3.42,10.56,141,15,3,1955
-1977.3553,309.5954,2.5871055E+09,8,1,3.38,8.35,249,25,5,3633
-1977.3553,308.4382,2.5790057E+09,10,2,1.53,4.35,153,15,3,1972
-1981.9065,309.00214,2.6599626E+09,10,4,5.62,11.52,154,15,3,2143
-1982.2753,313.62958,2.6650872E+09,13,4,5.66,12.31,146,15,3,1617
-1981.0887,317.27112,2.6786716E+09,15,3,6.56,12.58,141,15,3,1580
-1981.0887,319.62503,2.7351296E+09,19,4,6.98,12.38,150,15,3,1879
-1957.5826,327.45865,2.775076E+09,15,0,6.56,12.45,201,20,4,2645
-1950.8326,333.24103,2.767955E+09,13,1,6.3,11.69,201,20,4,2618
-1952.5791,335.11234,2.773171E+09,15,4,6.12,11.75,134,15,3,1715
-1943.4521,334.9121,2.7607342E+09,16,3,6.12,11.97,254,25,5,3494
-1941.5077,334.2356,2.7787474E+09,19,4,5.97,12.24,203,20,4,2375
-1940.0568,335.8434,2.7835533E+09,19,2,6.55,11.12,153,15,3,1757
-1934.9098,337.47308,2.7934482E+09,22,5,5.71,11.64,186,20,4,2264
-1931.5425,337.90466,2.8599977E+09,20,3,6.98,12.28,151,15,3,1796
-1533.4,29.760118,302961280,13,4,5.88,11.92,134,15,3,1847
-1386.1666,38.083332,311312480,13,1,6,12.57,214,20,4,2466
-1386.1666,39.59597,334771900,15,2,4.48,10.79,153,15,3,2187
-1419.875,43.223125,357222880,15,2,6.3,10.03,294,30,6,3493
-1485.5555,45.845642,365346560,18,4,5.5,11.88,251,25,5,3625
-1442.909,48.521355,344163170,17,1,4.6,11.59,151,15,3,2206
-1639.5714,47.859432,385798980,16,2,4.85,10.24,250,25,5,2898
-1760.4584,56.619793,391401000,8,0,2.07,3.94,242,25,5,2482
-1760.4584,55.25723,446351680,11,3,2.65,7.73,252,25,5,2580
-1858.8518,61.55296,463997760,9,0,2.62,6.19,194,20,4,2054
-1906.7241,59.46994,447700350,8,0,0.59,1.23,229,25,5,2556
-2001.75,58.75881,466705440,6,1,1.75,3.79,307,30,6,3283
-2014.2059,60.838043,469817900,5,1,3.43,8.75,298,30,6,4419
-2027.75,59.38429,479924400,5,2,2.19,5.4,142,15,3,1935
-2027.75,64.87033,509400770,6,1,3.82,9.75,296,30,6,3591
-2027.75,65.33013,519364540,7,1,3.43,7.98,253,25,5,2690
-2057.4055,67.559845,537063740,9,3,4.02,8.72,134,15,3,1500
-2057.4055,69.93125,545016300,12,3,5.18,10.57,148,15,3,1843
-2048.275,73.7975,596156860,11,0,4.79,11.06,354,35,7,5013
-2027.317,76.31721,606344700,11,1,3.38,8.67,294,30,6,4134
-2005.2046,76.85117,627238850,10,2,1.85,4.5,389,40,8,5059
-2076.4255,80.438255,706199400,11,4,5.34,12.01,148,15,3,1800
-2067.1836,89.85889,744232100,11,2,5.98,11.96,153,15,3,1897
-2067.1836,95.14875,752358850,14,3,5.29,11.02,305,30,6,4315
-2012.9811,105.16554,824953700,13,0,4.67,11.1,196,20,4,2056
-1984.6545,107.16113,873192900,14,3,5.36,11.29,242,25,5,3373
-1951.807,111.05604,904827900,15,3,4.9,11.03,142,15,3,1595
-1937.2759,114.21313,942782700,18,4,4.96,12.24,354,35,7,4975
-2013.6066,120.43435,984080200,17,2,6.86,11.65,205,20,4,2541
-2024,122.751045,1.0132479E+09,18,3,6.55,12.01,194,20,4,2081
-2022.2122,126.316086,1.0465435E+09,17,2,5.95,11.62,263,25,5,3375
-1978.6912,129.43655,1.0750803E+09,18,3,6.4,11.35,240,25,5,2415
-1965.986,132.13208,1.1141596E+09,19,4,7.04,11.62,364,35,7,4527
-1932.6621,135.6652,1.1630104E+09,19,3,7.32,11.81,307,30,6,3206
-1954.962,140.03036,1.1569848E+09,16,2,6.48,11.52,456,45,9,5749
-1925.5555,143.88815,1.244558E+09,18,4,6.45,11.41,357,35,7,4564
-1869.25,148.90102,1.2586478E+09,16,1,5.96,12.02,157,15,3,1699
-1844.2184,158.79562,1.307454E+09,15,2,6.61,11.69,307,30,6,3237
-1840.3737,162.09117,1.3204422E+09,12,1,5.64,11.76,363,35,7,4459
-1794.5745,173.65256,1.4260623E+09,12,0,5.85,13.14,447,45,9,6578
-1815.0613,179.0463,1.4365339E+09,10,0,3.65,7.85,196,20,4,2613
-1806.2323,176.84703,1.4207986E+09,10,1,1.29,2.9,146,15,3,1848
-1806.2323,174.73618,1.4487071E+09,14,4,1.85,5.41,145,15,3,1894
-1822.6569,177.47249,1.4733009E+09,14,3,4.43,10.7,204,20,4,2139
-1837.767,182.57152,1.4618703E+09,14,1,5.15,10.12,144,15,3,1784
-1859.5413,182.52507,1.4880497E+09,13,0,5.33,12.65,196,20,4,2291
-1849.25,183.5578,1.5534985E+09,12,2,5.25,11.25,343,35,7,4403
-1818.5897,188.7361,1.5612049E+09,9,2,4.83,10.86,145,15,3,1862
-1806.2521,188.99167,1.6062788E+09,12,5,4.45,10.77,294,30,6,3218
-1806.2521,193.113,1.6715174E+09,14,2,6.38,11.67,201,20,4,2950
-1806.2521,199.96461,1.6650181E+09,17,3,6.21,11.73,145,15,3,1611
-1800.1901,201.57077,1.666562E+09,17,2,7.17,10.91,138,15,3,1634
-1814.288,200.7462,1.6534205E+09,14,1,6.1,12.66,250,25,5,3556
-1818.2047,200.98381,1.6843544E+09,14,2,5.68,12.1,142,15,3,2000
-1814.5736,204.49193,1.6888067E+09,15,3,5.92,11.82,145,15,3,1741
-1814.5736,205.23601,1.7055652E+09,18,3,5.14,13.06,575,55,11,8407
-1815.5414,208.49599,1.7546938E+09,16,2,7.16,11.47,148,15,3,2010
-1820.4626,212.61969,1.8142075E+09,19,4,7.34,11.82,144,15,3,2147
-1818.8043,220.24617,1.830844E+09,16,1,6.65,12.19,148,15,3,2015
-1810.9071,224.6483,1.8423873E+09,17,3,6.28,11.22,259,25,5,2948
-1807.3035,228.05698,1.8538243E+09,13,0,5.4,11.14,282,30,6,3109
-1803.0204,230.20326,1.8697763E+09,13,2,4.2,8.6,214,20,4,3063
-1805.8462,227.86949,1.8228758E+09,6,0,0,0,251,25,5,3088
-1805.8462,226.98843,1.8615528E+09,10,4,2.33,5.75,141,15,3,2003
-1815.5632,229.61603,1.8479277E+09,9,0,3.18,7.52,194,20,4,2399
-1829.566,228.94022,1.8909121E+09,11,3,3.25,7.85,143,15,3,1914
-1826.2875,230.19688,1.8795127E+09,11,1,3.51,8.52,245,25,5,3537
-1822.1729,229.91008,1.8583935E+09,10,1,3.72,9.12,245,25,5,3644
-1882.1697,227.6496,1.8491334E+09,10,3,2.47,5.43,204,20,4,2504
-1879.5844,230.4409,1.9049761E+09,12,3,5.4,11.9,298,30,6,3412
-1883.7219,235.55405,1.8849533E+09,10,1,4.36,10.46,160,15,3,1863
-1883.7219,234.25635,1.8701897E+09,13,3,3.27,9.33,202,20,4,2087
-1878.4036,234.03589,1.9161368E+09,14,3,5.17,11.3,214,20,4,2527
-1886.1163,239.53697,1.9179264E+09,15,2,4.81,10.65,343,35,7,4787
-1887.8296,239.87059,1.921617E+09,12,1,4.74,10.02,186,20,4,1936
-1889.028,238.83444,1.9282947E+09,10,1,4.41,11.4,263,25,5,3321
-1874.4945,238.4583,1.9793125E+09,10,3,5.71,11.42,249,25,5,3232
-1873.6685,244.03413,2.0066386E+09,11,3,5.99,12.77,149,15,3,1905
